month,VV_mean,VH_VV_ratio_mean,VH_mean,Total_Backscatter_mean,precipitation
7,-11.80791516237129,1.9945647026410191,-18.36405628054566,-30.1719714429169,1.9744391209077512
7,-8.435958465807227,1.9509536067892155,-15.582202987802956,-24.01816145361015,3.0610064639610024
7,-10.244552332104597,1.828265017322599,-17.200080112629546,-27.44463244473425,3.114484412876702
7,-8.929226198849952,-0.7679129607510422,-15.737873255818073,-24.667099454667937,3.114484412876702
7,-9.17776287065342,1.7494686657169225,-15.761217445085627,-24.938980315739023,9.921585253699657
7,-9.237344196469582,1.795222859757577,-15.80169803058144,-25.039042227051016,3.654816278576237
7,-8.039321161490331,2.0864683237080834,-14.693906319602386,-22.733227481092744,3.654816278576237
7,-8.046837447524528,1.8365527588128605,-14.273024541146045,-22.31986198867055,3.654816278576237
7,-9.185068316852565,1.5821620356460782,-15.732281103141196,-24.917349419993776,3.654816278576237
7,-9.660840832362206,1.8243076778574192,-16.747327127253303,-26.40816795961551,3.654816278576237
7,-10.381315510697926,1.6912166710624799,-17.66802981030994,-28.049345321008005,3.654816278576237
7,-8.866920627445984,1.1825282495720832,-16.04921896108555,-24.916139588531532,11.550055165274175
7,-11.496427048438148,1.6219854810488699,-18.11861915227008,-29.61504620070805,11.550055165274175
8,-8.275304331579552,1.8800150253863648,-15.52116570971552,-23.796470041295056,11.012202545627387
8,-8.645886449096162,1.77287262450466,-14.992672448076396,-23.638558897172537,13.126984482095716
8,-9.08525735678835,1.8521199346862782,-16.199116773009052,-25.284374129797314,13.126984482095716
8,-10.08490908467508,1.718109461531641,-17.008965620127753,-27.093874704802833,13.126984482095716
8,-9.642914390751251,1.9626834816111287,-16.71629776039041,-26.359212151141765,21.43879202227222
8,-8.145753588673651,1.8801642177578997,-15.402824269426915,-23.54857785810051,21.43879202227222
8,-8.658192625203975,1.8444540156117681,-15.092701173141354,-23.750893798345146,1.60344809292241
8,-9.474152752569655,1.7259428803579255,-15.740209354459056,-25.214362107028784,3.549714407996857
8,-7.960311535298541,1.8021313855107397,-14.636564116664777,-22.596875651963327,3.549714407996857
8,-8.010748277766268,1.8000263721537266,-14.204933399291214,-22.21568167705746,3.549714407996857
8,-8.533928203904331,1.9089590824636153,-15.232091604494254,-23.7660198083985,3.549714407996857
8,-9.358958726517699,1.8433465946921643,-16.411817886429503,-25.770776612947127,3.549714407996857
8,-10.085148366862756,1.8134920629111122,-17.27854780505803,-27.36369617192093,3.549714407996857
8,-8.60015874778332,1.989846186446745,-16.289034708830076,-24.889193456613434,0.08118699526476193
8,-11.115635444831039,1.6402879418841687,-17.56176136301688,-28.67739680784809,0.08118699526476193
8,-8.300620420473527,1.9972568120511083,-15.44542590002547,-23.746046320499087,4.184421463967021
8,-8.346353169559531,1.8219771593708727,-14.692917245728548,-23.039270415288186,1.072766269966031
8,-9.318895681409352,1.8015094350909762,-16.026787982636126,-25.34568366404551,1.072766269966031
8,-10.29721729355105,1.5020069714753348,-17.34202635165603,-27.639243645207017,1.072766269966031
8,-10.214074510054145,1.710446596489476,-17.180971444532705,-27.395045954586752,0.0
8,-8.964862950035947,1.8481091060660697,-15.806885058488726,-24.77174800852476,0.0
8,-8.64239867490289,1.7898539559023392,-14.92238187314052,-23.564780548043377,2.935139021252794
8,-9.521793734170593,1.6615174467786056,-15.466253988033337,-24.988047722203827,4.535340743218632
8,-8.096502809220736,1.821643750035261,-14.676840868869595,-22.773343678090292,4.535340743218632
8,-8.011837296182033,1.8049338494015958,-14.219614727902362,-22.231452024084497,4.535340743218632
8,-8.738975252903797,1.7936537233346739,-15.411208450634232,-24.150183703538033,4.535340743218632
8,-9.42586552803754,1.7620259818613928,-16.46223541766522,-25.888100945702828,4.535340743218632
8,-10.17512812212862,1.4985609875766295,-17.088147329056746,-27.263275451185372,4.535340743218632
8,-8.767686418412367,1.9527906331150058,-16.546659862710708,-25.314346281123022,12.745515810372726
8,-11.175459736385902,1.6455023025610558,-17.822219391656386,-28.997679128042225,12.745515810372726
8,-8.030612181735217,1.9297044657419196,-15.152588626202164,-23.183200807937276,26.174357479297832
8,-7.969399064576382,1.3644010827298563,-14.599070846275408,-22.568469910851856,29.295103971088533
8,-8.886552764364618,1.9110418031160514,-15.9985364787568,-24.885089243121325,29.295103971088533
8,-10.03052789134581,1.691416540552978,-17.162191209932487,-27.192719101278165,29.295103971088533
8,-9.779901249708429,1.7061863938961834,-17.04515503040691,-26.825056280115355,11.037042308594371
8,-8.677377301549544,2.0285424162177454,-16.183046949496138,-24.86042425104563,11.037042308594371
9,-8.280867109635139,1.734476683203957,-14.863039277566084,-23.143906387201085,4.461326021625171
9,-9.416205480706697,1.7304993989278552,-15.865647619435041,-25.281853100141713,11.299018857668157
9,-7.244644370100192,1.8729044457440356,-13.904641453353305,-21.14928582345352,11.299018857668157
9,-7.394862887586849,1.5758453473733283,-13.559252195020553,-20.95411508260738,11.299018857668157
9,-9.542137289847087,2.3343369967187715,-16.772507681447692,-26.314644971294676,11.299018857668157
